job_title,keywords
account executive,"business development, public relation, digital communication, english language, account management, non profit organization"
management consultant,"quality of service, problem solve, contract negotiation, interpersonal communication, process improvement, project management, strategic planning, value system, business operation, growth strategy, business strategy, mba, financial institution, goal set"
business consultant,"quality of service, problem solve, contract negotiation, interpersonal communication, process improvement, project management, strategic planning, value system, business operation, growth strategy, business strategy, mba, financial institution, goal set"
buyer/supply chain/procurement manager,"quality of service, problem solve, contract negotiation, interpersonal communication, process improvement, project management, strategic planning, value system, business operation, growth strategy, business strategy, mba, financial institution, goal set"
content writer,"project management process, process improvement, seo, quality control, request for proposal, cross functional collaboration, sale promotion, marketing analytic, operation management, asset allocation, stakeholder management, integration testing, data governance, system integration testing, business development, organizational communication, management process, account management, trend analysis, system integration, power bi, functional training, breast cancer, retail sale, turnaround time, business intelligence, project management, reach, team build"
business consultant,"project management process, process improvement, seo, quality control, request for proposal, cross functional collaboration, sale promotion, marketing analytic, operation management, asset allocation, stakeholder management, integration testing, data governance, system integration testing, business development, organizational communication, management process, account management, trend analysis, system integration, power bi, functional training, breast cancer, retail sale, turnaround time, business intelligence, project management, reach, team build"
data analyst,"project management process, process improvement, seo, quality control, request for proposal, cross functional collaboration, sale promotion, marketing analytic, operation management, asset allocation, stakeholder management, integration testing, data governance, system integration testing, business development, organizational communication, management process, account management, trend analysis, system integration, power bi, functional training, breast cancer, retail sale, turnaround time, business intelligence, project management, reach, team build"
business development executive/manager,"real property, system integration, ship construction, client service, professional service"
account executive,"marketing operation, real estate, process improvement, business analysis, project management, investor relation"
management consultant,"solution sell, business development, development testing, business process, business requirement, information technology, unique key, pci, bpm, big datum, account management, software development, business strategy, strategic alliance, people service"
sales associate,"business model, financial modeling, due diligence, performance analysis, food service, financial service"
network engineer,"media planning, digital marketing, customer relationship management, digital medium, search engine marketing, advertising, lead generation, brand identity, marketing strategy, marketing communications, google analytic, microsoft excel, brand awareness, analytics, ppc, marketing, advertising sales, social media marketing, media buying, client service, sem, mobile marketing, digital media, google analytics, powerpoint, crm, brand management, online advertising, web analytics, digital strategy, integrated marketing, e commerce, contract negotiation, brand development, online marketing, google adwords, tool management, market research, medium planning"
account executive,"sale promotion, supply chain, low voltage, project management, pac, supply chain management, process development, production schedule, sale process"
business development,"sale promotion, supply chain, low voltage, project management, pac, supply chain management, process development, production schedule, sale process"
project manager,"as build drawing, contract management, fix cost, industrial design, construction accounting, gas turbine, dry dock, market research"
product manager,"content management, strategic marketing, pricing strategy, market share, creative brief, cost reduction, new product development, vinyl flooring, p&l, product assortment, customer service, brand management, brand strategy"
marketing consultant,"content management, strategic marketing, pricing strategy, market share, creative brief, cost reduction, new product development, vinyl flooring, p&l, product assortment, customer service, brand management, brand strategy"
administrative assistant,"content management, strategic marketing, pricing strategy, market share, creative brief, cost reduction, new product development, vinyl flooring, p&l, product assortment, customer service, brand management, brand strategy"
business development,"relationship management, business development, power bi, sales process, business operation, business planning, mft, channel relationship management, distributor handling, team management, business acumen, profitable growth, account management, sales operations, business process improvement, data analysis, sale enablement, ecommerce"
business development,"project management, ccna, engineering drawing"
software engineer/developer,"computer science, pl sql, software development life cycle, agile methodology, san, software development"
software engineer/developer,"computer science, pl sql, software development life cycle, agile methodology, san, software development"
software engineer/developer,"computer science, pl sql, software development life cycle, agile methodology, san, software development"
quality control/assurance manager,"erp, it infrastructure, problem solve, business strategy"
quality control/assurance manager,"erp, it infrastructure, problem solve, business strategy"
business development,"financial accounting, international financial reporting standard, tax law, value add tax, charter financial analyst, business analysis, charter certify accountant, financial management"
ui/ux designer,"mobile app, web ui, visual design, web design, digital art, logo design"
content writer,"mobile app, web ui, visual design, web design, digital art, logo design"
content writer,"mobile app, web ui, visual design, web design, digital art, logo design"
graphic designer,"quality of service, service quality, financial datum, electronic system, home care, accounting system, computer programming, graphic design, strategic planning, server side, client service, prepare statement, desktop publishing, business development"
graphic designer,"visual communication, verbal communication skill, experience design, seo, brand marketing, graphic design, web application, banner ad, logo design, health crisis, web project, web design, adobe creative cloud"
graphic designer,"visual communication, verbal communication skill, experience design, seo, brand marketing, graphic design, web application, banner ad, logo design, health crisis, web project, web design, adobe creative cloud"
graphic designer,"visual communication, verbal communication skill, experience design, seo, brand marketing, graphic design, web application, banner ad, logo design, health crisis, web project, web design, adobe creative cloud"
executive director,"quality assurance, standard operating procedure, high education, emergency department"
business development,"quality assurance, standard operating procedure, high education, emergency department"
marketing executive/manager,"sustainability initiative, cost reduction, customer service, cost control, erp, cold chain, cng, inventory management, digital dashboard, production line, visual control, software development"
graphic designer,"user interface, interface design, user experience, graphic design, user interface design, web design"
executive director,"process migration, people management, charter accountant, financial reporting, credit risk, hiring, finance, managerial, mis, stakeholder management, credit analysis, analysis, financial analysis, management, banking, project management, bau operations management"
business development,"process migration, people management, charter accountant, financial reporting, credit risk, hiring, finance, managerial, mis, stakeholder management, credit analysis, analysis, financial analysis, management, banking, project management, bau operations management"
financial analyst,"process migration, people management, charter accountant, financial reporting, credit risk, hiring, finance, managerial, mis, stakeholder management, credit analysis, analysis, financial analysis, management, banking, project management, bau operations management"
quality control/assurance manager,"san, tcp ip, cctv, active directory, ibm, nas, information technology, user account, lan, security device, pbx, iscsi, team management, it infrastructure, vmware horizon view, symantec backup exec, wireless access point"
investment specialist,"html, l3 production support, microsoft word, c, c++, javascript, java, jira, sql, l3 prod support, j2ee web services, datastage"
software engineer/developer,"html, l3 production support, microsoft word, c, c++, javascript, java, jira, sql, l3 prod support, j2ee web services, datastage"
software engineer/developer,"data structure, 3d visualization, static timing analysis, fpga"
software engineer/developer,"a b testing, hal, computer science, big datum, system design, image processing"
graphic designer,"a b testing, hal, computer science, big datum, system design, image processing"
sales representative,"market intelligence, new product development, market development, account management, customer service, organizational leadership, contract manufacturing"
operations manager,"control system, mechanical engineering, problem solve, customer satisfaction, wastewater treatment plant, project management, quality control, cnc, structural steel, quality assurance, esd, sec, engineering management"
project manager,"control system, mechanical engineering, problem solve, customer satisfaction, wastewater treatment plant, project management, quality control, cnc, structural steel, quality assurance, esd, sec, engineering management"
mechanical engineer,"control system, mechanical engineering, problem solve, customer satisfaction, wastewater treatment plant, project management, quality control, cnc, structural steel, quality assurance, esd, sec, engineering management"
quality control/assurance manager,"control system, mechanical engineering, problem solve, customer satisfaction, wastewater treatment plant, project management, quality control, cnc, structural steel, quality assurance, esd, sec, engineering management"
software engineer/developer,"process management, code review, business software, integrate service, qemu, web application, detail orient, test drive development, docker container, continuous integration, software development, business partner, ibm, react redux, client service, unit testing, back end, end system, html, gis, version control software, project management, spring boot, test automation, version control, user story, interactive learning"
software engineer/developer,"process management, code review, business software, integrate service, qemu, web application, detail orient, test drive development, docker container, continuous integration, software development, business partner, ibm, react redux, client service, unit testing, back end, end system, html, gis, version control software, project management, spring boot, test automation, version control, user story, interactive learning"
software engineer/developer,"process management, code review, business software, integrate service, qemu, web application, detail orient, test drive development, docker container, continuous integration, software development, business partner, ibm, react redux, client service, unit testing, back end, end system, html, gis, version control software, project management, spring boot, test automation, version control, user story, interactive learning"
software engineer/developer,"process management, code review, business software, integrate service, qemu, web application, detail orient, test drive development, docker container, continuous integration, software development, business partner, ibm, react redux, client service, unit testing, back end, end system, html, gis, version control software, project management, spring boot, test automation, version control, user story, interactive learning"
customer success manager,"team build, microsoft word, customer service"
customer success manager,"team build, microsoft word, customer service"
business development,"self starter, problem solve, marketing communication"
marketing executive/manager,"self starter, problem solve, marketing communication"
business analyst,"self starter, problem solve, marketing communication"
business analyst,"self starter, problem solve, marketing communication"
it project manager,"public cloud, agile project management, agile project, project management, private cloud"
digital marketing,"digital advertising, search engine optimization, brand identity, critical thinking, cross functional collaboration, boris fx, talk radio, case, san, leadership development, visual effect"
business development executive/manager,"digital advertising, search engine optimization, brand identity, critical thinking, cross functional collaboration, boris fx, talk radio, case, san, leadership development, visual effect"
sales associate,"customer experience, customer service, customer satisfaction"
sales associate,"customer experience, customer service, customer satisfaction"
sales associate,"customer experience, customer service, customer satisfaction"
data scientist,"computer vision, machine learn, q learn, com, operating system, reinforcement learning, relation extraction, reach, case, medical image analysis, deep learning, convolutional neural network, image processing, social medium, image analysis, robot operating system"
software engineer/developer,"share library, docker swarm, common platform, mobile app, build pipeline, cms, api, fix, test drive development, back end, docker container"
software engineer/developer,"share library, docker swarm, common platform, mobile app, build pipeline, cms, api, fix, test drive development, back end, docker container"
software engineer/developer,"gps, machine learn, computer system, computer science"
software engineer/developer,"gps, machine learn, computer system, computer science"
sales associate,"human factor, excel macro, demand model, feasibility study, traffic control, augment reality"
financial analyst,"customer service, crm, team management, financial analysis, business strategy, performance management"
software engineer/developer,"data structure, knowledge base, computer engineering, back end"
business development,"information system, business process, interior design, implement project, business model"
business development executive/manager,"information system, business process, interior design, implement project, business model"
digital marketing,"digital marketing, seo, content management, electronic engineering, public speak"
mechanical engineer,"ieee, stress analysis, management system, heat exchanger, relay logic, fast fourier transform, random vibration, interference fit, mechanical engineering, water balance, pressure regulator, process control, wiring diagram, jet engine, data collection, composite material, structural analysis, cae, fuel cell, bolt joint, measurement technique, cart, compression molding, compressed air, frequency response, fourier transform, system integration, circuit design, pressure vessel, laser diode, configuration management, fracture mechanic, mass flow controller, accelerated life testing, post processing, stress strain analysis, control panel, statistical process control, surface finish, multiscale modeling, catia, vartm, system analysis, material science, flow measurement, case, fft, microsoft office"
marketing consultant,"retention rate, digital marketing, business operation, case studies, customer service, early stage startups, seo, competitive strategies, customer relationship management, microsoft powerpoint, p&l, advertising, project management, business strategy, marketing communications, marketing strategy, networking, research, social medium, project collaboration, customer experience, microsoft excel, strategy, analytics, microsoft word, reach, case, leadership, sales, microsoft office, marketing, teamwork, supply chain, team management, social media marketing, end to end sales, amazon marketplace, data analysis, event planning, time management, cloud computing, english language, tax return, analysis, data management, management, powerpoint, brand management, public speaking, close attention to detail, negotiation, business development, team leadership, public relations, google ad, medium strategy, strategic planning, invoice processing, event management, social networking, e commerce, customer retention, raw datum, account management, business analysis, social media, market research, communication"
marketing consultant,"retention rate, digital marketing, business operation, case studies, customer service, early stage startups, seo, competitive strategies, customer relationship management, microsoft powerpoint, p&l, advertising, project management, business strategy, marketing communications, marketing strategy, networking, research, social medium, project collaboration, customer experience, microsoft excel, strategy, analytics, microsoft word, reach, case, leadership, sales, microsoft office, marketing, teamwork, supply chain, team management, social media marketing, end to end sales, amazon marketplace, data analysis, event planning, time management, cloud computing, english language, tax return, analysis, data management, management, powerpoint, brand management, public speaking, close attention to detail, negotiation, business development, team leadership, public relations, google ad, medium strategy, strategic planning, invoice processing, event management, social networking, e commerce, customer retention, raw datum, account management, business analysis, social media, market research, communication"
sales associate,"educational technology, social work, loss prevention, digital technology, social medium, animal care, high education, financial statement, educational material, debit and credit"
administrative assistant,"educational technology, social work, loss prevention, digital technology, social medium, animal care, high education, financial statement, educational material, debit and credit"
sales associate,"educational technology, social work, loss prevention, digital technology, social medium, animal care, high education, financial statement, educational material, debit and credit"
sales associate,"educational technology, social work, loss prevention, digital technology, social medium, animal care, high education, financial statement, educational material, debit and credit"
software engineer/developer,"test script, ad hoc testing, integration testing, agile methodology, traceability matrix, system testing, ide, test case, compatibility testing, functional testing"
business analyst,"core java, devops, html5, databases, microsoft powerpoint, java database connectivity, javaserver pages, react native, cascading style sheets, marketing strategy, research, software development, microsoft excel, data science, microsoft word, english, c++, education, javascript, amazon web services, leadership, marketing, microsoft office, teamwork, sql, team management, c (programming language, data analysis, log file, artificial intelligence, html, cloud computing, language pragmatic, management, machine learning, java, public speaking, python, market share, team leadership, public relations, data visualization, computer science, strategic planning, event management, information technology, php, programming, front end, data structures, vehicle insurance, linux, open source software, web development, mysql, social media, communication"
data scientist,"com, digital marketing, customer service, international finance, project management, marketing strategy, goal set, research, networking, google analytic, microsoft excel, microsoft word, reach, leadership, microsoft office, deep learning, management, vital sign, time series"
business analyst,"css, html, real estate, product management, service sector, financial service, web development, san, node js, google drive, com"
product manager,"project planning, digital marketing, customer support, user interface prototyping, cms, html, market analysis, product development, css, jquery, management system, social medium, product management, web applications, google analytic, customer experience, wireframing, product requirement document, product strategy, adobe photoshop, user interface design, javascript, product lifecycle, marketing automation, amazon web services, sql, scrum, search engine optimization, web portal, product requirement definition, lifecycle management, photography, web design, seo audits, user experience, google analytics, linux, product requirement, product lifecycle management, web analytics, user flow, photoshop, user interface, programming, graphic design, website building, defining product requirements, oop, node.js, web development, mysql, content creation"
product manager,"project planning, digital marketing, customer support, user interface prototyping, cms, html, market analysis, product development, css, jquery, management system, social medium, product management, web applications, google analytic, customer experience, wireframing, product requirement document, product strategy, adobe photoshop, user interface design, javascript, product lifecycle, marketing automation, amazon web services, sql, scrum, search engine optimization, web portal, product requirement definition, lifecycle management, photography, web design, seo audits, user experience, google analytics, linux, product requirement, product lifecycle management, web analytics, user flow, photoshop, user interface, programming, graphic design, website building, defining product requirements, oop, node.js, web development, mysql, content creation"
product manager,"project planning, digital marketing, customer support, user interface prototyping, cms, html, market analysis, product development, css, jquery, management system, social medium, product management, web applications, google analytic, customer experience, wireframing, product requirement document, product strategy, adobe photoshop, user interface design, javascript, product lifecycle, marketing automation, amazon web services, sql, scrum, search engine optimization, web portal, product requirement definition, lifecycle management, photography, web design, seo audits, user experience, google analytics, linux, product requirement, product lifecycle management, web analytics, user flow, photoshop, user interface, programming, graphic design, website building, defining product requirements, oop, node.js, web development, mysql, content creation"
product manager,"project planning, digital marketing, customer support, user interface prototyping, cms, html, market analysis, product development, css, jquery, management system, social medium, product management, web applications, google analytic, customer experience, wireframing, product requirement document, product strategy, adobe photoshop, user interface design, javascript, product lifecycle, marketing automation, amazon web services, sql, scrum, search engine optimization, web portal, product requirement definition, lifecycle management, photography, web design, seo audits, user experience, google analytics, linux, product requirement, product lifecycle management, web analytics, user flow, photoshop, user interface, programming, graphic design, website building, defining product requirements, oop, node.js, web development, mysql, content creation"
web developer,"project planning, digital marketing, customer support, user interface prototyping, cms, html, market analysis, product development, css, jquery, management system, social medium, product management, web applications, google analytic, customer experience, wireframing, product requirement document, product strategy, adobe photoshop, user interface design, javascript, product lifecycle, marketing automation, amazon web services, sql, scrum, search engine optimization, web portal, product requirement definition, lifecycle management, photography, web design, seo audits, user experience, google analytics, linux, product requirement, product lifecycle management, web analytics, user flow, photoshop, user interface, programming, graphic design, website building, defining product requirements, oop, node.js, web development, mysql, content creation"
sales associate,"microsoft word, analytical skill, french language"
business development,"target audience, p&l, seo, online marketing, inventory management, internet marketing, cash control, com, digital marketing, osha"
graphic designer,"design brief, user experience, mental health, product design, user research"
full stack developer,"xml, application development, app store, digital marketing, gcp, mass medium, information technology, seo, service industry, stack trace, project management, mobile application development, erp"
project manager,"project planning, progress report, resource allocation, resource management, project management"
software engineer/developer,"core java, html, mysql, intellectual curiosity, c, javascript, cascading style sheets, sql, analytical skill, java"
executive director,"trial balance, balance sheet, internal controls, icd, project management, financial reporting, investment banking, microsoft excel, microsoft office, financial analysis, team management, controllership functions, financial service, financial modeling, corporate finance, charter accountant, finance, ccar, regulatory reporting"
financial analyst,"trial balance, balance sheet, internal controls, icd, project management, financial reporting, investment banking, microsoft excel, microsoft office, financial analysis, team management, controllership functions, financial service, financial modeling, corporate finance, charter accountant, finance, ccar, regulatory reporting"
software engineer/developer,"regular expression, power bi, html, microsoft azure, css"
account executive,"medium management, social medium, team orient, advertising management, editor in chief, food service, staff management, fact check"
content writer,"medium management, social medium, team orient, advertising management, editor in chief, food service, staff management, fact check"
sales associate,"medium management, social medium, team orient, advertising management, editor in chief, food service, staff management, fact check"
business development,"market research, social network, political sociology, high education"
management consultant,"charter life underwriter, financial planning, investment management, mba, wealth management, certify financial planner, com"
systems analyst/consultant,"cncf, system administration, code review, web service, hp openview, management system, data file, framework design, operating system, xml, act, amazon web service, web application, test case, restful api, continuous integration, radio equipment, software quality, fix, system configuration, virtual machine, apache cassandra, system monitor, technical support, configuration management, computer system, user account, test automation, product management, case, quality assurance"
account executive,"complex sale, mortgage loan, real estate, loan origination, financial analysis, mortgage insurance, loan closing, fix"
financial analyst,"complex sale, mortgage loan, real estate, loan origination, financial analysis, mortgage insurance, loan closing, fix"
financial analyst,"complex sale, mortgage loan, real estate, loan origination, financial analysis, mortgage insurance, loan closing, fix"
software engineer/developer,"web service, crm, spring boot, agile project"
software engineer/developer,"web service, crm, spring boot, agile project"
full stack developer,"web service, crm, spring boot, agile project"
web developer,"web service, crm, spring boot, agile project"
business development executive/manager,"customer experience, business administration, relationship management, account receivable, risk analysis, value at risk, financial service, market risk, mobile app, stress testing, service industry"
sales associate,"customer experience, business administration, relationship management, account receivable, risk analysis, value at risk, financial service, market risk, mobile app, stress testing, service industry"
marketing consultant,"adobe photoshop, marketing research, social medium, social medium content, product photography, page layout, reach, adobe creative cloud, adobe indesign, press release, window cleaning, google slide, new hire orientation"
software engineer/developer,"information retrieval, html, system architecture, machine learn, software development, performance testing, web mining"
ui/ux designer,"fashion design, fashion illustration, adobe photoshop"
ui/ux designer,"fashion design, fashion illustration, adobe photoshop"
project manager,"microsoft dynamic, microsoft dynamic ax, financial institution, quality assurance, project management, business transformation, project governance, microsoft project"
product manager,"manage service, solution delivery, service provider, com, information system, business development, vpn, customer retention, ibm, team leadership, project portfolio management, management training, geographic information system, business continuity, portfolio management, gis, project management, customer experience, system development, bpm"
project manager,"manage service, solution delivery, service provider, com, information system, business development, vpn, customer retention, ibm, team leadership, project portfolio management, management training, geographic information system, business continuity, portfolio management, gis, project management, customer experience, system development, bpm"
software engineer/developer,"manage service, solution delivery, service provider, com, information system, business development, vpn, customer retention, ibm, team leadership, project portfolio management, management training, geographic information system, business continuity, portfolio management, gis, project management, customer experience, system development, bpm"
software engineer/developer,"test script, pdf, test planning, system integration testing, soap, xml, regression testing, functional testing, software testing, requirement analysis, test strategy, wealth management, etl, knowledge management, integration testing, test case, system integration, test datum, api"
web developer,"web development, pit, general insurance, financial service"
business development executive/manager,"crisis communication, process improvement, project management, management consulting, risk mitigation, business continuity, business continuity planning"
software engineer/developer,".net, windows, core java, asp net, agile methodologies, healthcare, wcf, mobile app, c#, jquery, avid, language integrated query, web applications, .net framework, software development, ajax, microsoft excel, database design, asp.net, uml, window service, c++, eclipse, javascript, iis, visual basic .net, sql, vb.net, web services, design patterns, html, store procedure, c, cloud computing, microsoft azure, web service, application server, server side, c #, meticulous eye for detail, testing, hybrid cloud, microsoft sql server, xml, jsp, front end, ehr, mysql"
software engineer/developer,".net, windows, core java, asp net, agile methodologies, healthcare, wcf, mobile app, c#, jquery, avid, language integrated query, web applications, .net framework, software development, ajax, microsoft excel, database design, asp.net, uml, window service, c++, eclipse, javascript, iis, visual basic .net, sql, vb.net, web services, design patterns, html, store procedure, c, cloud computing, microsoft azure, web service, application server, server side, c #, meticulous eye for detail, testing, hybrid cloud, microsoft sql server, xml, jsp, front end, ehr, mysql"
executive director,"strategic partnership, electronic discovery, net income, financial strategy, organizational effectiveness, data management, online marketing, revenue growth, customer service, strategic planning, business operation, financial service, financial management, leadership development, data analysis"
executive director,"strategic partnership, electronic discovery, net income, financial strategy, organizational effectiveness, data management, online marketing, revenue growth, customer service, strategic planning, business operation, financial service, financial management, leadership development, data analysis"
project manager,"strategic partnership, electronic discovery, net income, financial strategy, organizational effectiveness, data management, online marketing, revenue growth, customer service, strategic planning, business operation, financial service, financial management, leadership development, data analysis"
management consultant,"service delivery, ites, process management, change management, strategic planning, operational excellence, solution delivery, management training, transition management, project management"
application developer,"back end, databases, ibatis, human resources, jquery, marketing strategy, microsoft excel, javascript, microsoft office, c, revenue management, market research, r, business development, team leadership, public relations, soa, programming, r&r, j2ee, ibm, new business development, it infrastructure, conceptualization, c++, key account management, sql, my sql, html, market segmentation, crm, java, hibernate, requirements gathering, sencha, employee relations, social integration, ips, cloud development, enhancement of growth delivery modul, ajax, dojo, embed system, language, primary skill, requirements analysis, worklight, powerpoint, spring, strategic brand positioning, business analysis, social media, core java, ms excel pivot tables, frameworks, spring framework, software development, trade off as university c, microsoft word, leadership, marketing, team management, social media marketing, skill set, web services, sas, problem solve, struts, web service, human resource management, resource management, management, front end, customer retention, business process improvement, mysql, material science, team synergy, web application"
sales associate,"data center, comptia network+, software system, web page, outside plant engineering, project management, customer service, outside plant, graphic design, network engineering, adobe creative suite, set appointment, computer hardware, network service, web design, microsoft office"
software engineer/developer,"case management, node js, customer service, event management, feasibility study, cosine similarity, api, web application"
software engineer/developer,"case management, node js, customer service, event management, feasibility study, cosine similarity, api, web application"
business development executive/manager,"financial service, business development, microsoft excel, financial management, dep"
financial analyst,"operational efficiency, high performance computing, process improvement, result focus, manage service, adp, fix asset, customer support, financial system, close entry, functional requirement, accounting cycle, expense report, gap analysis, business acumen, general ledger, page layout, cash management, revenue recognition, internal control, strategic planning, employee benefit, cost accounting, income tax, account payable, business process, erp, financial statement, project management software, tax credit, project management"
sales associate,"visual merchandising, social medium, fresh product, asset management, it sale, listening skill, time management, photo editing, customer service, customer experience, constructive feedback"
sales associate,"visual merchandising, social medium, fresh product, asset management, it sale, listening skill, time management, photo editing, customer service, customer experience, constructive feedback"
sales associate,"visual merchandising, social medium, fresh product, asset management, it sale, listening skill, time management, photo editing, customer service, customer experience, constructive feedback"
sales associate,"visual merchandising, social medium, fresh product, asset management, it sale, listening skill, time management, photo editing, customer service, customer experience, constructive feedback"
software engineer/developer,"etl, azure data factory, business intelligence, power bi"
business analyst,"crm, process improvement, customer service, professional service, change management, case management, business strategy, business administration, gap analysis, organizational structure, human capital, lead generation, campaign management, organizational effectiveness, hcm, business process, financial service, emerge technology, network communication, digital marketing, financial datum, organizational change, project management, management consulting, need assessment, instructor lead training"
software engineer/developer,"web application, front end, agile methodology, ruby on rail, html, jquery mobile, information system, css, selenium webdriver, tdd, sap abap"
digital marketing,"campaign management, bing ad, google tag manager, digital ad, social medium, technology integration, digital medium, content marketing, performance report, ad serve, strategic planning, digital marketing, medium buying, marketing channel, twitter ad, content creation, strategy execution, medium strategy, test strategy, seo, meta tag, facebook ad, act"
product manager,"virtual reality, resource management system, resource management, concept art, graphic design, user provision, management system, human resource management, 3d animation"
business development,"ibm, com, mechanical engineering, technology solution, autocad, engineering, sap erp, catia, customer success, materials, cloud computing, project engineering, act, cad, catia, market share, business development, employee engagement, manufacturing, account management, high education"
customer success manager,"ibm, com, mechanical engineering, technology solution, autocad, engineering, sap erp, catia, customer success, materials, cloud computing, project engineering, act, cad, catia, market share, business development, employee engagement, manufacturing, account management, high education"
graphic designer,"adobe creative suite, web design, graphic design, adobe indesign, adobe illustrator"
graphic designer,"adobe creative suite, web design, graphic design, adobe indesign, adobe illustrator"
software engineer/developer,"post processing, software testing, software sensor, software development, computer hardware, simulation software"
full stack developer,"digital advertising, problem solve, social medium, cell culture, presentation design, html, com, web development, agile methodology, css, information visualization, software development"
ui/ux designer,"adobe creative cloud, e commerce, product monetization, experience design, information architecture, design management, digital medium, user experience, com, apply research, adobe kuler, communication design, user experience design, front end, graphic communication"
graphic designer,"adobe creative cloud, e commerce, product monetization, experience design, information architecture, design management, digital medium, user experience, com, apply research, adobe kuler, communication design, user experience design, front end, graphic communication"
graphic designer,"adobe creative cloud, e commerce, product monetization, experience design, information architecture, design management, digital medium, user experience, com, apply research, adobe kuler, communication design, user experience design, front end, graphic communication"
software engineer/developer,"electronic circuit, solar system, asp, c #"
administrative assistant,"customer service, hospital admission, cash register, nurse practitioner, bachelor of science in nursing"
engineering manager/project manager,"technical documentation, digital marketing, seo, product support, internet of thing, analytical skill, raspberry pi, electronic hardware, cost reduction, embed system, product lifecycle, embed software, pid controller, embed c, quality improvement, product design, programmable logic controller, manufacturing process, control system"
engineering manager/project manager,"technical documentation, digital marketing, seo, product support, internet of thing, analytical skill, raspberry pi, electronic hardware, cost reduction, embed system, product lifecycle, embed software, pid controller, embed c, quality improvement, product design, programmable logic controller, manufacturing process, control system"
business development executive/manager,"value add service, customer relationship management, sustainable business, academic achievement, supply and demand, service level, market share, corporate communication, regional sale, mba, market research, business administration, information system, port management, relationship management, warehouse operation, customer satisfaction, event management, foreign direct investment, strategic planning, inventory management, competitor analysis, grass, experiential learning, business development, vendor management, direct investment, supply chain, account management, feasibility study, management training, digital marketing, bulk cargo, need analysis, promotional strategy"
customer success manager,"value add service, customer relationship management, sustainable business, academic achievement, supply and demand, service level, market share, corporate communication, regional sale, mba, market research, business administration, information system, port management, relationship management, warehouse operation, customer satisfaction, event management, foreign direct investment, strategic planning, inventory management, competitor analysis, grass, experiential learning, business development, vendor management, direct investment, supply chain, account management, feasibility study, management training, digital marketing, bulk cargo, need analysis, promotional strategy"
software engineer/developer,"document management, order processing, build tool, product line, html, act, real estate, front end, test automation, inventory management, server side, team build, css, software development"
application developer,"document management, order processing, build tool, product line, html, act, real estate, front end, test automation, inventory management, server side, team build, css, software development"
software engineer/developer,"document management, order processing, build tool, product line, html, act, real estate, front end, test automation, inventory management, server side, team build, css, software development"
software engineer/developer,"document management, order processing, build tool, product line, html, act, real estate, front end, test automation, inventory management, server side, team build, css, software development"
software engineer/developer,"document management, order processing, build tool, product line, html, act, real estate, front end, test automation, inventory management, server side, team build, css, software development"
software engineer/developer,"document management, order processing, build tool, product line, html, act, real estate, front end, test automation, inventory management, server side, team build, css, software development"
data scientist,"presentation skills, conversion rate optimization, probabilistic models, lead generation, social medium, product management, reach, microsoft office, marketing, teamwork, data analytics, general management, process engineering, sentiment analysis, artificial intelligence, machine learn, real estate, deep learning, management, powerpoint, machine learning, java, python, team leadership, entrepreneurship, reinforcement learning, natural language processing, bert"
data scientist,"presentation skills, conversion rate optimization, probabilistic models, lead generation, social medium, product management, reach, microsoft office, marketing, teamwork, data analytics, general management, process engineering, sentiment analysis, artificial intelligence, machine learn, real estate, deep learning, management, powerpoint, machine learning, java, python, team leadership, entrepreneurship, reinforcement learning, natural language processing, bert"
